Camilo	B-PESSOA
Araraquara	B-LOCAL
,	O
São	B-LOCAL
Carlos	I-LOCAL
e	O
Adjacências	B-LOCAL
|Adjacências	O
Depoimento	O
de	O
Amália	B-PESSOA
Acetozi	I-PESSOA
Massafera	I-PESSOA
Entrevistado	O
por	O
Rosali	B-PESSOA
Henriques	I-PESSOA
e	O
Flávia	B-PESSOA
Barbosa	I-PESSOA
Araraquara	B-LOCAL
,	O
16	B-TEMPO
de	I-TEMPO
setembro	I-TEMPO
de	I-TEMPO
1999	I-TEMPO
Realização:	O
Museu	B-ORGANIZACAO
da	I-ORGANIZACAO
Pessoa	I-ORGANIZACAO
Número	O
da	O
entrevista:	O
007	B-VALOR
Transcrito	O
por:	O
Sonia	B-PESSOA
Regina	I-PESSOA
P	O
-	O
Dona	B-PESSOA
Amália	I-PESSOA
,	O
nós	O
vamos	O
começar	O
finalmente	O
nossa	O
entrevista	O
e	O
a	O
gente	O
queria	O
começar	O
perguntando	O
novamente	O
o	O
nome	O
completo	O
da	O
senhora,	O
o	O
local	O
e	O
a	O
data	O
do	O
seu	O
nascimento.	O
R	O
-	O
(Riso)	O
Eu	O
nasci	O
dia	O
25	B-TEMPO
de	I-TEMPO
junho	I-TEMPO
de	I-TEMPO
1917	I-TEMPO
,	O
em	O
Araraquara	B-LOCAL
.	O
P	O
-	O
E	O
fala	O
pra	O
gente	O
só	O
novamente	O
o	O
nome	O
completo	O
da	O
senhora.	O
R	O
-	O
Amália	B-PESSOA
Acetozi	I-PESSOA
Massafera	I-PESSOA
.	O
P	O
-	O
E	O
dona	O
Amália	B-PESSOA
,	O
seus	O
pais	O
quais	O
são	O
os	O
nomes	O
deles?	O
R	O
-	O
Meus	O
pais	O
são	O
Secundino	B-PESSOA
Acetozi	I-PESSOA
e	O
Maria	B-PESSOA
Prozilo	I-PESSOA
Avanci	I-PESSOA
depois	O
Acetozi	B-PESSOA
,	O
né,	O
também.	O
P	O
-	O
E	O
eles	O
são	O
de	O
que	O
origem,	O
a	O
senhora	O
sabe?	O
R	O
-	O
Italianos	B-PESSOA
|Italianos,	O
de	O
origem	O
quer	O
dizer,	O
eles	O
são	O
descendentes,	O
né,	O
porque	O
os	O
meus	O
avós	O
vieram	O
da	O
Itália	B-LOCAL
,	O
tanto	O
materno	O
como	O
paterno	O
e	O
fixaram	O
aqui,	O
adoraram	O
Araraquara	B-LOCAL
,	O
mais	O
engraçado	O
é	O
ela	O
contar,	O
né,	O
a	O
minha	O
avó	O
sabe	O
contava	O
que	O
no	O
navio	O
quando	O
eles	O
distribuíam	O
banana,	O
ela	O
achou	O
tão	O
gostosa	O
a	O
banana,	O
ela	O
comia	O
com	O
casca	O
e	O
tudo	O
(riso)	O
depois	O
que	O
ela	O
aprendeu	O
que	O
não	O
era	O
com	O
casca	O
que	O
se	O
comia,	O
a	O
banana	O
ela	O
comia	O
com	O
casca.	O
P	O
-	O
A	O
senhora	O
sabe	O
porque	O
que	O
eles	O
vieram	O
aqui	O
pra	O
Araraquara	B-LOCAL
?	O
R	O
-	O
Ah	O
porque	O
eles	O
escolheram	O
aqui,	O
acho	O
que	O
foi	O
distribuído,	O
né,	O
os	O
lugares	O
que,	O
como	O
é	O
que	O
fala,	O
quando	O
vem	O
de	O
lá	O
pra	O
cá.	O
P	O
-	O
Imigrantes	B-PESSOA
|	O
Imigrantes	B-PESSOA
.	O
R	O
-	O
Imigrantes|Imigrantes,	O
vieram	O
como	O
imigrantes,	O
olha	O
trabalharam	O
viu,	O
os	O
italianos,	O
os	O
alemães,	O
os	O
japoneses,	O
sírios,	O
colônias	O
italianas	O
ela	O
ficou	O
aqui	O
e	O
veio	O
já	O
casada	O
de	O
lá	O
com	O
dois	O
filhos,	O
depois	O
teve	O
os	O
outros	O
aqui,	O
minha	O
tia	B-PESSOA
Rosinha	I-PESSOA
,	O
meu	O
tio	B-PESSOA
Pedro	I-PESSOA
,	O
olha	O
depois	O
tiveram	O
mais	O
filhos,	O
tiveram	O
a	O
tia	B-PESSOA
Elvira	I-PESSOA
,	O
outra	O
tia	O
mais	O
o	O
meu	O
pai,	O
que	O
o	O
meu	O
pai	O
era	O
o	O
caçula	O
e	O
foram	O
criados	O
aqui,	O
adoravam	O
Araraquara	B-LOCAL
.	O

P	O
-	O
Mas	O
eles	O
trabalhavam	O
com	O
que?	O
R	O
-	O
Ele	O
trabalhou	O
na	O
Estrada	B-LOCAL
de	I-LOCAL
Ferro	I-LOCAL
,	O
sabe,	O
quer	O
dizer	O
antes	O
ele	O
trabalhou	O
na	O
Prefeitura	B-ORGANIZACAO
,	O
quando	O
teve	O
a	O
febre	O
amarela	O
aqui,	O
ele	O
foi	O
colocado	O
pra	O
carregar	O
os	O
corpos	O
das	O
pessoas	O
que	O
morriam	O
lá	O
no	O
cemitério,	O
sabe,	O
naquela	O
época	O
era	O
convocado	O
porque	O
assim	O
foi	O
uma	O
peste	O
que	O
matou	O
minha	O
vó	O
materna,	O
não	O
paterna,	O
minha	O
vó	O
materna	O
não,	O
ele	O
era	O
convocado	O
tinha	O
que	O
pegar	O
carroça	O
e	O
levar	O
os	O
corpos	O
pra	O
lá,	O
depois	O
ele	O
trabalhou	O
na	O
estrada	O
de	O
ferro,	O
depois	O
aposentou	O
morreu	O
antes,	O
né,	O
mais	O
cedo.	O
P	O
-	O
Essa	O
família	O
do	O
seu	O
pai,	O
a	O
senhora	O
sabe	O
de	O
que	O
região	O
da	O
Itália	B-LOCAL
que	O
eles	O
são?	O
R	O
-	O
Eu	O
tenho	O
lá	O
em	O
casa	O
agora	O
não	O
lembro	O
viu,	O
o	O
meu	O
avô	O
paterno	O
era	O
de...	O
naquele	O
lugar	O
bonito,	O
era	O
família	O
religiosa,	O
eram	O
todos	O
padres	O
e	O
a	O
irmã	O
era	O
freira,	O
aí	O
ele	O
fugiu	O
veio	O
pro	O
Brasil	B-LOCAL
,	O
ficou	O
na	O
Argentina	B-LOCAL
e	O
o	O
que	O
aprendeu	O
em	O
casa,	O
coisa	O
construir,	O
construções,	O
meu	O
avô	O
era	O
um	O
italiano	O
bonito,	O
napolitano	O
ele	O
era	O
de	O
Napoli	B-LOCAL
esse	O
eu	O
lembro	O
o	O
outro,	O
um	O
era	O
da	O
baixa	O
Itália	B-LOCAL
o	O
outro	O
era	O
do	O
norte,	O
toda	O
família	O
tanto	O
a	O
parte	O
do	O
meu	O
marido	O
como	O
a	O
minha	O
todos	O
italianos,	O
nós	O
somos	O
de	O
origem	O
total	O
de	O
italiano	O
não	O
tem	O
nada	O
de...	O
P	O
-	O
E	O
a	O
senhora	O
chegou	O
a	O
conhecer	O
algum	O
desses	O
avós,	O
conviveu	O
com	O
eles?	O
R	O
-	O
Conheci	O
o	O
avô	O
materno,	O
conheci	O
ele	O
se	O
chamava	O
Luciano	B-PESSOA
,	O
era	O
um	O
homem	O
muito	O
bonito,	O
muito	O
bom	O
tinha	O
uma	O
chácara	O
lá	O
em	O
cima	O
na	O
vila,	O
que	O
ele	O
plantava,	O
tinha	O
o	O
tipo	O
italiano,	O
costume	O
dele	O
usava	O
tamanco,	O
meias	O
vermelhas,	O
aquelas	O
coisas,	O
plantava	O
uva	O
no	O
quintal	O
inteirinho	O
plantada	O
era	O
lindo,	O
mas	O
quando	O
minha	O
avó	O
morreu	O
deixou	O
os	O
dois	O
filhos	O
pequenos	O
então	O
ele	O
pôs	O
uma	O
empregada	O
em	O
casa.	O
História	O
de	O
italiano	O
é	O
assim	O
mesmo,	O
arranjou	O
uma	O
empregada	O
botou	O
na	O
casa,	O
no	O
fim	O
acabou	O
tomando	O
conta	O
das	O
crianças	O
mas	O
tendo	O
um	O
filho	O
com	O
ela,	O
minha	O
_______	O
considerava	O
minha	O
tia	B-PESSOA
Lúcia	I-PESSOA
,	O
mas	O
não	O
casava	O
não,	O
ficava	O
deixava	O
os	O
filhos	O
e	O
cuidava,	O
ajudava.	O

Meu	O
avô	O
foi	O
pra	O
Santos	B-LOCAL
e	O
arrumou	O
outra	O
mulher	O
em	O
Santos	B-LOCAL
,	O
teve	O
outra	O
filha	O
pois	O
trouxe	O
pra	O
cá,	O
depois	O
houve	O
aquela	O
confusão	O
de	O
italiano,	O
é	O
mesmo	O
viu.	O

Associação	B-ORGANIZACAO
Nacional	I-ORGANIZACAO
de	I-ORGANIZACAO
Transportadores	I-ORGANIZACAO
Rodoviários	I-ORGANIZACAO
de	I-ORGANIZACAO
Pesados	I-ORGANIZACAO
de	I-ORGANIZACAO
Passageiros	I-ORGANIZACAO
Press	O
Release	O
O	O
ESTADO	B-ORGANIZACAO
CONTINUA	O
A	O
AUTO-COMPENSAR	O
A	O
SUA	O
INEFICIÊNCIA	O
NO	O
SECTOR	O
DOS	O
TRANSPORTES	O
QUE	O
DETÉM,	O
RECORRENDO	O
AO	O
ERÁRIO	O
PÚBLICO,	O
USANDO	O
ARGUMENTOS	O
EM	O
TUDO	O
APLICÁVEIS	O
ÀS	O
EMPRESAS	B-ORGANIZACAO
PRIVADAS	I-ORGANIZACAO
|EMPRESAS	O
PRIVADAS,	O
QUE	O
NADA	O
OBTÊM.	O
Com	O
o	O
argumento	O
de	O
que	O
as	O
empresas	O
de	O
capitais	O
públicos	O
de	O
transporte	O
rodoviário	O
de	O
passageiros	O
são	O
obrigadas	O
a	O
explorar	O
a	O
rede	O
concessionada	O
sob	O
tarifas	O
impostas	O
pela	O
Administração	B-ORGANIZACAO
Central	I-ORGANIZACAO
,	O
o	O
Estado	B-ORGANIZACAO
compensa	O
essas	O
empresas	O
anualmente	O
com	O
milhões	O
de	O
contos.	O
Mais	O
uma	O
vez	O
o	O
Conselho	B-ORGANIZACAO
de	I-ORGANIZACAO
Ministros	I-ORGANIZACAO
,	O
pela	O
sua	O
Resolução	B-OBRA
nº.	I-OBRA
160-A/99	I-OBRA
publicada	O
na	O
2ª.	B-LOCAL
Série	I-LOCAL
do	I-LOCAL
Diário	I-LOCAL
da	I-LOCAL
República	I-LOCAL
nº.	I-LOCAL
302	I-LOCAL
de	O
30-12-99	B-TEMPO
|	O
2ª.	B-LOCAL
Série	I-LOCAL
do	I-LOCAL
Diário	I-LOCAL
da	I-LOCAL
República	I-LOCAL
nº.	I-LOCAL
302	I-LOCAL
de	I-LOCAL
30-12-99	I-LOCAL
,	O
aprovou	O
a	O
distribuição	O
das	O
indemnizações	O
compensatórias	O
que	O
o	O
quadro	O
seguinte	O
elucida.	O
Empresa	O
Unidade:	O
Milhares	O
de	O
Contos	O
R.T.P.	B-ORGANIZACAO
-	I-ORGANIZACAO
Radiotelevisão	I-ORGANIZACAO
Portuguesa	I-ORGANIZACAO
20.800	B-VALOR
CARRIS	B-ORGANIZACAO
2.416	B-VALOR
STCP	B-ORGANIZACAO
1.000	B-VALOR
CP	B-ORGANIZACAO
1.750	B-VALOR
Metropolitano	B-ORGANIZACAO
de	I-ORGANIZACAO
Lisboa	I-ORGANIZACAO
1.000	B-VALOR
REFER	B-ORGANIZACAO
-	I-ORGANIZACAO
Rede	I-ORGANIZACAO
Ferroviária	I-ORGANIZACAO
1.750	B-VALOR
ATA	B-ORGANIZACAO
-	I-ORGANIZACAO
Aerocondor	I-ORGANIZACAO
Transportes	I-ORGANIZACAO
Aéreos	I-ORGANIZACAO
170	B-VALOR
SATA	B-ORGANIZACAO
450	B-VALOR
SOFLUSA	B-ORGANIZACAO
250	B-VALOR
TRANSTEJO	B-ORGANIZACAO
350	B-VALOR
TOTAL	O
29.936	B-VALOR
O	O
leitor	O
menos	O
atento	O
pode	O
depreender	O
que	O
a	O
especificidade	O
das	O
empresas	O
de	O
capitais	O
públicos	O
justificaria	O
tal	O
medida,	O
havendo	O
um	O
beneficio	O
no	O
custo	O
do	O
transporte	O
para	O
os	O
utentes	O
quando	O
exercido	O
por	O
estes	O
operadores.	O
Mas	O
se	O
o	O
leitor	O
assim	O
concluir,	O
conclui	O
mal!	O
As	O
regras	O
tarifárias	O
que	O
o	O
Estado	B-ORGANIZACAO
impõe	O
são	O
exactamente	O
as	O
mesmas	O
que	O
se	O
aplicam	O
às	O
empresas	O
privadas	O
que	O
estão	O
sujeitas	O
ao	O
mesmo	O
tarifário,	O
porém...	O
sem	O
indemnizações	O
compensatórias.	O
O	O
Estado	B-ORGANIZACAO
,	O
como	O
entidade	O
de	O
bem	O
ou	O
se	O
liberta	O
rapidamente	O
deste	O
sorvedouro	O
de	O
recursos	O
obtidos	O
pelos	O
impostos	O
que	O
pagamos	O
ou	O
indemniza	O
todas	O
as	O
empresas,	O
privadas	O
ou	O
públicas	O
que	O
exercem	O
o	O
transporte	O
rodoviário	O
de	O
natureza	O
social.	O

Gazeta	B-ORGANIZACAO
FM	I-ORGANIZACAO
-	O
Rapidinhas	O
Fundação	B-ORGANIZACAO
Cásper	I-ORGANIZACAO
Líbero	I-ORGANIZACAO
|	O
A	B-LOCAL
Gazeta	I-LOCAL
Esportiva	I-LOCAL
|	O
TV	B-LOCAL
Gazeta	I-LOCAL
|	O
Gazeta	B-ORGANIZACAO
FM	I-ORGANIZACAO
|	O
FCL	B-ORGANIZACAO
Net	I-ORGANIZACAO
|	O
Faculdade	B-ORGANIZACAO
Rubéola	B-ABSTRACCAO
ataca	O
universitários	O
em	O
São	B-LOCAL
Paulo	I-LOCAL
Ricky	B-PESSOA
Martin	I-PESSOA
no	O
Brasil	B-LOCAL
Gisele	B-PESSOA
Bündchen	I-PESSOA
recebe	O
convite	O
da	O
Globo	B-ORGANIZACAO
Três	B-VALOR
municípios	O
já	O
têm	O
eleições	O
praticamente	O
definidas	O
Novidades	O
nas	O
eleições	O
Doença	B-ABSTRACCAO
típica	O
de	O
criança	O
está	O
afetando	O
marmanjos	O
de	O
faculdade	O
em	O
São	B-LOCAL
Paulo	I-LOCAL
.	O
A	O
Secretaria	B-ORGANIZACAO
Municipal	I-ORGANIZACAO
de	I-ORGANIZACAO
Saúde	I-ORGANIZACAO
pretende	O
vacinar,	O
até	O
quinta-feira,	O
cerca	B-VALOR
de	I-VALOR
33	I-VALOR
mil	I-VALOR
alunos	O
das	O
faculdades	O
UNIP	B-ORGANIZACAO
,	O
FMU	B-ORGANIZACAO
e	O
Mackenzie	B-ORGANIZACAO
contra	O
rubéola.	O
De	O
acordo	O
com	O
o	O
número	O
de	O
casos	O
suspeitos,	O
759	B-VALOR
,	O
pode-se	O
falar	O
em	O
surto.	O
Semelhante	O
ao	O
sarampo,	O
a	O
rubéola	O
só	O
é	O
considerada	O
grave	O
quando	O
atinge	O
mulheres	O
grávidas.	O
O	O
cantor	O
Ricky	B-PESSOA
Martin	I-PESSOA
chega	O
ao	O
Brasil	B-LOCAL
em	O
dezembro	B-TEMPO
para	O
fazer	O
alguns	O
shows	O
no	O
Rio	B-LOCAL
de	I-LOCAL
Janeiro	I-LOCAL
e	O
em	O
São	B-LOCAL
Paulo	I-LOCAL
.	O
O	O
porto-riquenho	O
vem	O
fazer	O
o	O
lançamento	O
de	O
seu	O
novo	O
CD	O
e	O
aproveita	O
para	O
comemorar	O
os	O
16	B-VALOR
milhões	I-VALOR
de	O
discos	O
vendidos	O
ao	O
longo	O
sua	O
carreira.	O
A	O
Rede	B-ORGANIZACAO
Globo	I-ORGANIZACAO
está	O
de	O
olho	O
na	O
top	O
model	O
Gisele	B-PESSOA
Bündchen	I-PESSOA
.	O
Depois	O
de	O
conquistar	O
o	O
coração	O
de	O
Leonardo	B-PESSOA
di	I-PESSOA
Caprio	I-PESSOA
e	O
sair	O
20	B-VALOR
vezes	O
como	O
capa	O
da	O
revista	O
Vogue	B-LOCAL
,	O
Gisele	B-PESSOA
pode	O
participar	O
de	O
uma	O
cena	O
da	O
próxima	O
novela	O
das	O
sete,	O
"	O
Um	B-OBRA
Anjo	I-OBRA
que	I-OBRA
Caiu	I-OBRA
do	I-OBRA
Céu	I-OBRA
".	O
O	O
convite	O
já	O
foi	O
feito,	O
só	O
falta	O
a	O
modelo	O
dizer	O
sim	O
ou	O
não.	O
Eleitores	O
de	O
três	O
grandes	O
municípios	O
da	O
Grande	B-LOCAL
São	I-LOCAL
Paulo	I-LOCAL
podem	O
decidir	O
as	O
eleições	O
já	O
no	O
primeiro	O
turno.	O
É	O
caso	O
de	O
Santo	B-LOCAL
André	I-LOCAL
,	O
que	O
mostra	O
preferência	O
por	O
Celso	B-PESSOA
Daniel	I-PESSOA
,	O
do	O
PT	B-ORGANIZACAO
,	O
e	O
São	B-LOCAL
Caetano	I-LOCAL
do	I-LOCAL
Sul	I-LOCAL
,	O
que	O
deve	O
ficar	O
com	O
Tortorello	B-PESSOA
.	O
Ambos	O
são	O
os	O
atuais	O
prefeitos.	O
Em	O
Osasco	B-LOCAL
,	O
as	O
intenções	O
de	O
voto	O
mostram	O
a	O
volta	O
do	O
ex-prefeito	O
Celso	B-PESSOA
Giglio	I-PESSOA
,	O
do	O
PTB	B-ORGANIZACAO
.	O
Faltam	O
somente	O
cinco	O
dias	O
para	O
as	O
eleições	O
municipais	O
de	O
primeiro	O
de	O
outubro.	O
E	O
estas	O
eleições	O
terão	O
clima	O
de	O
século	B-TEMPO
21	I-TEMPO
.	O

A	O
palavra	O
de	O
ordem	O
é	O
facilitar	O
a	O
vida	O
do	O
eleitor	O
com	O
três	O
novidades:	O
todas	O
as	O
354	B-VALOR
mil	I-VALOR
urnas	O
do	O
país	O
serão	O
informatizadas	O
e	O
os	O
formulários	O
de	O
justificativa,	O
ao	O
contrário	O
dos	O
outros	O
anos,	O
serão	O
entregues	O
nas	O
zonas	O
eleitorais	O
e	O
não	O
nos	O
correios.	O
A	O
grande	O
novidade	O
deste	O
ano	O
é	O
que	O
a	O
apuração	O
poderá	O
ser	O
acompanhada	O
pela	O
Internet	B-LOCAL
,	O
através	O
do	O
site	O
www.tse.gov.br.	O
**Ultima	O
atualização	O
26/09/2000	B-TEMPO
-	O
11h45	B-TEMPO
Esse	O
site	O
deve	O
ser	O
visto	O
com	O
o	O
monitor	O
ajustado	O
na	O
resolução	O
800	B-VALOR
X	I-VALOR
600	I-VALOR
©	O
Fundação	B-ORGANIZACAO
Cásper	I-ORGANIZACAO
Líbero	I-ORGANIZACAO
2000	B-TEMPO

Primeiro	O
dia	O
de	O
matrícula	O
é	O
marcado	O
por	O
dúvidas	O
Quinta-feira,	B-TEMPO
7	I-TEMPO
de	I-TEMPO
janeiro	I-TEMPO
de	I-TEMPO
1999	I-TEMPO
O	B-ORGANIZACAO
Estado	I-ORGANIZACAO
de	I-ORGANIZACAO
São	I-ORGANIZACAO
Paulo	I-ORGANIZACAO
Primeiro	O
dia	O
de	O
matrícula	O
é	O
marcado	O
por	O
dúvidas	O
JULIANA	B-PESSOA
JUNQUEIRA	I-PESSOA
Apesar	O
de	O
tranqüilo,	O
o	O
primeiro	O
dia	O
de	O
matrículas	O
das	O
crianças	O
com	O
7	B-VALOR
anos	I-VALOR
incompletos	O
foi	O
marcado	O
por	O
algumas	O
dúvidas	O
por	O
parte	O
dos	O
pais.	O
Ainda	O
estão	O
indefinidos,	O
por	O
exemplo,	O
os	O
horários	O
de	O
aulas	O
das	O
salas	O
emergenciais	O
e	O
a	O
distribuição	O
dos	O
alunos	O
por	O
períodos.	O
"Só	O
vamos	O
ter	O
esses	O
dados	O
depois	O
de	O
finalizadas	O
as	O
matrículas",	O
afirmou	O
ontem	O
o	O
secretário	O
municipal	O
da	O
Educação	B-ABSTRACCAO
,	O
João	B-PESSOA
Gualberto	I-PESSOA
de	I-PESSOA
Carvalho	I-PESSOA
Meneses	B-PESSOA
.	O
Será	O
após	O
esse	O
período	O
que	O
a	O
secretaria	O
saberá	O
quantas	O
salas	O
emergenciais	O
serão	O
necessárias	O
e	O
onde	O
irão	O
funcionar.	O
"Um	O
balanço	O
de	O
primeiro	O
dia	O
nos	O
indicou	O
a	O
necessidade	O
de	O
168	B-VALOR
salas	O
emergenciais",	O
disse	O
o	O
secretário.	O
"Vamos	O
colocar	O
à	O
disposição	O
680	B-VALOR
salas",	O
afirmou.	O
O	O
secretário	O
garantiu	O
ontem	O
que	O
nenhuma	O
criança	O
em	O
idade	O
escolar	O
ficará	O
fora	O
das	O
escolas.	O
Em	O
Capela	B-LOCAL
do	I-LOCAL
Socorro	I-LOCAL
,	O
bairro	O
da	O
região	O
sul	O
da	O
capital,	O
um	O
grupo	O
de	O
pais	O
e	O
alunos	O
invadiu	O
um	O
posto	O
de	O
saúde	O
com	O
o	O
objetivo	O
de	O
transformar	O
o	O
local	O
em	O
escola.	O
Segundo	O
o	O
diretor	O
da	O
Escola	B-ORGANIZACAO
Municipal	I-ORGANIZACAO
Miguel	I-ORGANIZACAO
Vieira	I-ORGANIZACAO
Ferreira	I-ORGANIZACAO
,	O
Carlos	B-PESSOA
Alberto	I-PESSOA
Giannazi	I-PESSOA
,	O
que	O
participou	O
do	O
movimento	O
intitulado	O
Marcha	B-ABSTRACCAO
dos	I-ABSTRACCAO
Sem-Vaga	I-ABSTRACCAO
,	O
a	O
região	O
sofre	O
pela	O
carência	O
de	O
vagas	O
nas	O
escolas.	O
A	O
secretaria	O
enviou	O
ao	O
local	O
uma	O
equipe	O
do	O
SOS	B-PESSOA
Matrículas	I-PESSOA
e	O
um	O
engenheiro	O
para	O
avaliar	O
o	O
caso.	O
"Não	O
sei	O
dizer	O
se	O
há	O
deficiência	O
de	O
vagas	O
naquela	O
região",	O
disse	O
Meneses	B-PESSOA
.	O
"~Mas	O
a	O
região	O
sul	O
tem	O
alguns	O
pontos	O
localizados	O
em	O
que	O
o	O
problema	O
existe",	O
afirmou.	O
Segundo	O
Giannazi	B-PESSOA
,	O
as	O
escolas	O
na	O
região	O
de	O
Capela	B-LOCAL
do	I-LOCAL
Socorro	I-LOCAL
estão	O
com	O
lista	O
de	O
espera	O
e	O
não	O
há	O
garantia	O
de	O
vaga	O
para	O
todos.	O
Sem	O
filas	O
na	O
frente	O
das	O
escolas,	O
a	O
preocupação	O
de	O
alguns	O
diretores,	O
ontem,	O
era	O
quanto	O
à	O
duplicidade	O
de	O
matrículas.	O
É	O
que	O
alguns	O
pais	O
desconheciam	O
a	O
rematrícula	O
automática	O
das	O
escolas	O
de	O
educação	O
infantil	O
para	O
as	O
do	O
ensino	O
fundamental	O
na	O
rede	O
municipal	O
e	O
fizeram	O
matrícula	O
também	O
em	O
escolas	O
estaduais.	O

A	O
interligação	O
entre	O
as	O
secretarias	O
detectou	O
o	O
problema,	O
mas	O
as	O
crianças	O
ficarão	O
matriculadas	O
na	O
primeira	O
escola	O
em	O
que	O
se	O
inscreveram.	O
Copyright	O
1999	B-TEMPO
-	O
O	B-ORGANIZACAO
Estado	I-ORGANIZACAO
de	I-ORGANIZACAO
S.	I-ORGANIZACAO
Paulo	I-ORGANIZACAO
-	O
Todos	O
os	O
direitos	O
reservados	O
Carlos	B-PESSOA
Giannazi	I-PESSOA

Ronald	B-PESSOA
Wilson	I-PESSOA
Reagan	I-PESSOA
(	O
6	B-TEMPO
de	I-TEMPO
Fevereiro,	I-TEMPO
1911	I-TEMPO
-	O
5	B-TEMPO
de	I-TEMPO
Junho,	I-TEMPO
2004	I-TEMPO
)	O
foi	O
o	O
40.º	B-VALOR
(	O
1981-1989	B-TEMPO
)	O
Presidente	B-PESSOA
dos	I-PESSOA
Estados	I-PESSOA
Unidos	I-PESSOA
da	I-PESSOA
América	I-PESSOA
e	O
o	O
33.º	B-VALOR
Governador	B-PESSOA
da	I-PESSOA
Califórnia	I-PESSOA
.	O
Era	O
canhoto.	O
Reagan	B-PESSOA
foi	O
também	O
actor	O
de	O
cinema	O
e	O
locutor	O
de	O
rádio	O
antes	O
de	O
começar	O
a	O
sua	O
carreira	O
política.	O
De	O
todos	O
os	O
presidentes	O
dos	O
Estados	B-LOCAL
Unidos	I-LOCAL
,	O
foi	O
o	O
que	O
teve	O
maior	O
longevidade	O
(	O
93	B-VALOR
anos,	I-VALOR
119	I-VALOR
dias	I-VALOR
)	O
e	O
o	O
que	O
foi	O
eleito	O
com	O
idade	O
mais	O
avançada	O
(	O
69	B-VALOR
anos,	I-VALOR
349	I-VALOR
dias	I-VALOR
).	O
Primeiros	O
Anos	O
Reagan	B-PESSOA
nasceu	O
em	O
Tampico	B-LOCAL
,	O
Illinois	B-LOCAL
,	O
o	O
segundo	O
de	O
dois	O
filhos	O
de	O
John	B-PESSOA
(Jack)	I-PESSOA
Reagan	I-PESSOA
and	O
Nelle	B-PESSOA
Wilson	I-PESSOA
.	O
Em	O
1920	B-TEMPO
,	O
depois	O
de	O
anos	O
se	O
mudando	O
de	O
cidade	O
em	O
cidade,	O
a	O
família	O
se	O
estabeleceu	O
na	O
cidade	O
de	O
Dixon	B-LOCAL
em	O
Illinois	B-LOCAL
.	O
Em	O
1921	B-TEMPO
,	O
com	O
11	B-VALOR
anos	I-VALOR
de	O
idade,	O
Reagan	B-PESSOA
foi	O
batizado	O
na	O
igreja	O
de	O
sua	O
mãe,	O
a	O
Discípulos	B-PESSOA
de	I-PESSOA
Cristo	I-PESSOA
,	O
em	O
Dixon	B-LOCAL
,	O
e	O
em	O
1924	B-TEMPO
ele	O
começou	O
a	O
frequentar	O
a	O
Dixon's	B-ORGANIZACAO
Northside	I-ORGANIZACAO
High	I-ORGANIZACAO
School	I-ORGANIZACAO
.	O
Em	O
1926	B-TEMPO
,	O
com	O
15	B-VALOR
anos	I-VALOR
de	O
idade,	O
Reagan	B-PESSOA
começou	O
um	O
trabalho	O
de	O
verão	O
como	O
salva-vidas	O
em	O
Lowell	B-LOCAL
Park	I-LOCAL
,	O
a	O
3	B-VALOR
Km	I-VALOR
de	O
Dixon	B-PESSOA
na	O
vizinha	O
Rock	B-LOCAL
River	I-LOCAL
.	O
Ele	O
continuou	O
a	O
trabalhar	O
como	O
um	O
salva-vidas	O
em	O
Rock	B-LOCAL
River	I-LOCAL
pelos	O
7	B-VALOR
anos	I-VALOR
seguintes,	O
tendo	O
salvo	O
77	B-VALOR
pessoas	O
de	O
afogamento.	O

Qual	O
é	O
o	O
seu	O
nome?	O
Ventura	B-PESSOA
Pires	I-PESSOA
da	I-PESSOA
Cruz	I-PESSOA
.	O
Local	O
de	O
nascimento?	O
Pisões	B-LOCAL
.	O
Quando	O
é	O
que	O
nasceu?	O
Dia	O
7	B-TEMPO
de	I-TEMPO
Maio	I-TEMPO
de	I-TEMPO
1939	I-TEMPO
.	O
Qual	O
é	O
o	O
nome	O
do	O
seu	O
pai?	O
José	B-PESSOA
Pires	I-PESSOA
da	I-PESSOA
Cruz	I-PESSOA
.	O
Qual	O
é	O
o	O
nome	O
da	O
sua	O
mãe?	O
Aurintina	B-PESSOA
Afonso	I-PESSOA
.	O
Diga	O
o	O
nome	O
dos	O
seus	O
avós?	O
Não	O
me	O
lembro.	O
Sabe	O
a	O
origem	O
do	O
nome	O
da	O
sua	O
família?	O
Nos	O
Pisões	B-LOCAL
e	O
em	O
Brandim	B-LOCAL
.	O
De	O
onde	O
vieram	O
os	O
seus	O
avós?	O
O	O
pai	O
do	O
meu	O
pai	O
era	O
de	O
Viade	B-LOCAL
e	O
a	O
minha	O
avó	O
da	O
Venda	B-LOCAL
Nova	I-LOCAL
.	O
De	O
onde	O
vieram	O
os	O
seu	O
pais?	O
O	O
meu	O
pai	O
de	O
Pisões	B-LOCAL
e	O
a	O
minha	O
mãe	O
de	O
Brandim	B-LOCAL
.	O
Quantos	O
irmãos	O
tem	O
?	O
Irmãos	O
éramos	O
sete	O
e	O
agora	O
somos	O
dois	O
e	O
uma	O
irmã.	O
Descreva	O
a	O
casa	O
onde	O
morou	O
durante	O
a	O
sua	O
infância.	O
Era	O
de	O
2	B-VALOR
andares	O
e	O
feita	O
de	O
pau.	O
Quem	O
morava	O
na	O
casa?	O
O	O
meu	O
pai,	O
a	O
minha	O
