word	true_class	pred_class
51	B-NOME_BEBIDA	B-CLASSIFICACAO_BEBIDA
##valho	B-TIPO_MADEIRA	O
natural	B-CARACTERISTICA_SENSORIAL_AROMA	O
de	I-CARACTERISTICA_SENSORIAL_AROMA	O
car	I-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_AROMA
##valho	I-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_AROMA
cara	O	B-CARACTERISTICA_SENSORIAL_AROMA
##melo	O	B-CARACTERISTICA_SENSORIAL_AROMA
##valho	B-TIPO_MADEIRA	O
natural	B-CARACTERISTICA_SENSORIAL_AROMA	O
de	I-CARACTERISTICA_SENSORIAL_AROMA	O
car	I-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_AROMA
##valho	I-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_AROMA
cara	O	B-CARACTERISTICA_SENSORIAL_AROMA
##melo	O	B-CARACTERISTICA_SENSORIAL_AROMA
129	B-PRECO	I-PRECO
%	I-GRADUACAO-ALCOOLICA	B-GRADUACAO-ALCOOLICA
%	O	B-GRADUACAO-ALCOOLICA
Web	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
##er	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
Hau	I-NOME_BEBIDA	I-NOME_ORGANIZACAO
##s	I-NOME_BEBIDA	I-NOME_ORGANIZACAO
7	O	B-NOME_BEBIDA
Madeira	O	I-NOME_BEBIDA
##s	O	I-NOME_BEBIDA
##çu	O	B-CARACTERISTICA_SENSORIAL_SABOR
##ra	O	B-CARACTERISTICA_SENSORIAL_SABOR
Batista	I-NOME_BEBIDA	I-NOME_PESSOA
##a	B-NOME_ORGANIZACAO	I-NOME_ORGANIZACAO
Colo	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
##mb	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
##ina	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
Colo	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
##mb	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
##ina	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
Par	B-RECIPIENTE_ARMAZENAMENTO	O
##ol	B-RECIPIENTE_ARMAZENAMENTO	O
Cana	O	B-TIPO_MADEIRA
Ca	O	B-TIPO_MADEIRA
##iana	O	B-TIPO_MADEIRA
Cana	O	B-TIPO_MADEIRA
Ca	O	B-TIPO_MADEIRA
##iana	O	B-TIPO_MADEIRA
Cana	O	B-TIPO_MADEIRA
Ca	O	B-TIPO_MADEIRA
##iana	O	B-TIPO_MADEIRA
Cana	O	B-TIPO_MADEIRA
Ca	O	B-TIPO_MADEIRA
##iana	O	B-TIPO_MADEIRA
Cana	O	B-TIPO_MADEIRA
Ca	O	B-TIPO_MADEIRA
##iana	O	B-TIPO_MADEIRA
interior	B-NOME_LOCAL	O
Espírito	I-NOME_LOCAL	B-NOME_LOCAL
##B	O	B-NOME_BEBIDA
Ca	O	B-NOME_BEBIDA
##iana	O	B-NOME_BEBIDA
Orig	I-NOME_BEBIDA	O
##em	I-NOME_BEBIDA	O
Orig	I-NOME_BEBIDA	O
##em	I-NOME_BEBIDA	O
Orig	I-NOME_BEBIDA	O
##em	I-NOME_BEBIDA	O
Orig	I-NOME_BEBIDA	O
##em	I-NOME_BEBIDA	O
Orig	B-NOME_BEBIDA	O
##em	B-NOME_BEBIDA	O
ino	O	I-RECIPIENTE_ARMAZENAMENTO
##x	O	I-RECIPIENTE_ARMAZENAMENTO
ala	B-EQUIPAMENTO_DESTILACAO	O
##mb	B-EQUIPAMENTO_DESTILACAO	O
##ique	B-EQUIPAMENTO_DESTILACAO	O
Para	I-NOME_BEBIDA	B-NOME_LOCAL
Para	I-NOME_BEBIDA	B-NOME_LOCAL
branca	O	B-CLASSIFICACAO_BEBIDA
Veja	I-NOME_ORGANIZACAO	O
2010	I-TEMPO	B-TEMPO
Veja	I-NOME_ORGANIZACAO	O
2010	I-TEMPO	B-TEMPO
e	I-TIPO_MADEIRA	O
Americano	I-TIPO_MADEIRA	B-TIPO_MADEIRA
e	I-TIPO_MADEIRA	O
Americano	I-TIPO_MADEIRA	B-TIPO_MADEIRA
##pia	B-TIPO_MADEIRA	I-NOME_BEBIDA
##pia	B-TIPO_MADEIRA	I-NOME_BEBIDA
“	O	B-NOME_ORGANIZACAO
Arm	O	B-NOME_ORGANIZACAO
##az	O	B-NOME_ORGANIZACAO
##ém	O	B-NOME_ORGANIZACAO
da	O	I-NOME_ORGANIZACAO
Fazenda	B-NOME_ORGANIZACAO	I-NOME_ORGANIZACAO
Mar	O	I-NOME_ORGANIZACAO
##ib	O	I-NOME_ORGANIZACAO
##o	O	I-NOME_ORGANIZACAO
Gra	B-TIPO_MADEIRA	I-NOME_BEBIDA
##pia	B-TIPO_MADEIRA	I-NOME_BEBIDA
litoral	O	B-NOME_LOCAL
norte	O	I-NOME_LOCAL
do	O	I-NOME_LOCAL
“	O	B-NOME_ORGANIZACAO
Arm	O	B-NOME_ORGANIZACAO
##az	O	B-NOME_ORGANIZACAO
##ém	O	B-NOME_ORGANIZACAO
da	O	I-NOME_ORGANIZACAO
Fazenda	B-NOME_ORGANIZACAO	I-NOME_ORGANIZACAO
Mar	O	I-NOME_ORGANIZACAO
##ib	O	I-NOME_ORGANIZACAO
##o	O	I-NOME_ORGANIZACAO
Velho	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
Pes	I-NOME_BEBIDA	I-NOME_ORGANIZACAO
##cador	I-NOME_BEBIDA	I-NOME_ORGANIZACAO
##er	B-NOME_ORGANIZACAO	I-NOME_ORGANIZACAO
Gra	B-TIPO_MADEIRA	O
##pia	B-TIPO_MADEIRA	O
Sul	O	B-NOME_LOCAL
do	O	I-NOME_LOCAL
País	O	I-NOME_LOCAL
ala	O	B-EQUIPAMENTO_DESTILACAO
##mb	O	B-EQUIPAMENTO_DESTILACAO
##ique	O	B-EQUIPAMENTO_DESTILACAO
Mar	O	I-NOME_ORGANIZACAO
##ib	O	I-NOME_ORGANIZACAO
##o	O	I-NOME_ORGANIZACAO
Web	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
Hau	I-NOME_BEBIDA	I-NOME_ORGANIZACAO
##s	I-NOME_BEBIDA	I-NOME_ORGANIZACAO
##ndu	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
6	O	B-TEMPO_ARMAZENAMENTO
a	O	I-TEMPO_ARMAZENAMENTO
15	B-TEMPO_ARMAZENAMENTO	B-TEMPO
Muito	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	O
maci	I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
##a	I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
Sol	O	B-NOME_BEBIDA
##eira	O	B-NOME_BEBIDA
2	B-TEMPO	B-TEMPO_ARMAZENAMENTO
Janeiro	O	B-TEMPO
da	O	I-TEMPO
e	O	I-NOME_PESSOA
1999	I-TEMPO	B-TEMPO
Para	I-NOME_BEBIDA	B-NOME_LOCAL
##ty	I-NOME_BEBIDA	B-NOME_LOCAL
3	B-TEMPO	B-TEMPO_ARMAZENAMENTO
levemente	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	B-CARACTERISTICA_SENSORIAL_SABOR
pic	I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	I-CARACTERISTICA_SENSORIAL_SABOR
##ante	I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	I-CARACTERISTICA_SENSORIAL_SABOR
##na	B-TIPO_MADEIRA	B-NOME_BEBIDA
2	B-TEMPO	B-TEMPO_ARMAZENAMENTO
anos	I-TEMPO	I-TEMPO_ARMAZENAMENTO
ouro	O	B-CLASSIFICACAO_BEBIDA
B	O	B-NOME_LOCAL
##A	O	B-NOME_LOCAL
Senna	B-TIPO_MADEIRA	O
B	O	B-NOME_LOCAL
##A	O	B-NOME_LOCAL
Senna	B-TIPO_MADEIRA	O
B	O	B-NOME_LOCAL
##A	O	B-NOME_LOCAL
3	B-TEMPO	B-TEMPO_ARMAZENAMENTO
brilhante	B-CARACTERISTICA_SENSORIAL_COR	I-CARACTERISTICA_SENSORIAL_COR
boa	O	B-CARACTERISTICA_SENSORIAL_SABOR
fru	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
##ta	B-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
notas	O	B-CARACTERISTICA_SENSORIAL_AROMA
can	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
##ela	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
leves	O	B-CARACTERISTICA_SENSORIAL_SABOR
de	O	I-CARACTERISTICA_SENSORIAL_SABOR
am	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
##ênd	B-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
##oa	B-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
##s	B-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
Muito	O	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
maci	O	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
##a	O	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
discre	O	B-CARACTERISTICA_SENSORIAL_SABOR
##ta	O	B-CARACTERISTICA_SENSORIAL_SABOR
##ra	B-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_SABOR
especi	I-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_SABOR
##arias	I-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_SABOR
Crista	I-NOME_BEBIDA	B-CLASSIFICACAO_BEBIDA
##l	I-NOME_BEBIDA	B-CLASSIFICACAO_BEBIDA
visco	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	O
##si	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	O
média	I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
2019	O	B-GRADUACAO-ALCOOLICA
%	O	B-GRADUACAO-ALCOOLICA
anos	O	I-TEMPO_ARMAZENAMENTO
leves	O	B-CARACTERISTICA_SENSORIAL_SABOR
de	O	I-CARACTERISTICA_SENSORIAL_AROMA
ad	B-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_SABOR
##st	B-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_SABOR
##ring	B-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_SABOR
##ência	B-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_SABOR
dor	B-RECIPIENTE_ARMAZENAMENTO	O
##nas	B-RECIPIENTE_ARMAZENAMENTO	O
do	O	I-NOME_BEBIDA
século	O	B-TEMPO
ton	O	B-RECIPIENTE_ARMAZENAMENTO
##éis	O	B-RECIPIENTE_ARMAZENAMENTO
amb	O	B-TIPO_MADEIRA
##ura	O	B-TIPO_MADEIRA
##na	O	B-TIPO_MADEIRA
Edição	I-NOME_BEBIDA	B-CLASSIFICACAO_BEBIDA
Especial	I-NOME_BEBIDA	I-CLASSIFICACAO_BEBIDA
40	I-NOME_BEBIDA	B-TEMPO
Anos	I-NOME_BEBIDA	I-TEMPO
R	B-VOLUME	B-PRECO
$	B-VOLUME	B-PRECO
37	I-VOLUME	I-PRECO
,	I-VOLUME	I-PRECO
20	I-VOLUME	I-PRECO
##na	B-TIPO_MADEIRA	O
R	B-VOLUME	B-PRECO
$	B-VOLUME	B-PRECO
62	I-VOLUME	I-PRECO
,	I-VOLUME	I-PRECO
0	I-VOLUME	I-PRECO
33	O	B-GRADUACAO-ALCOOLICA
500	O	B-VOLUME
Anos	O	I-TEMPO_ARMAZENAMENTO
Edição	I-CLASSIFICACAO_BEBIDA	B-CLASSIFICACAO_BEBIDA
R	B-VOLUME	B-PRECO
$	B-VOLUME	B-PRECO
174	I-VOLUME	I-PRECO
,	I-VOLUME	I-PRECO
90	I-VOLUME	I-PRECO
vir	I-RECIPIENTE_ARMAZENAMENTO	I-TIPO_MADEIRA
ado	I-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
##cica	I-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
Especial	I-NOME_BEBIDA	B-CLASSIFICACAO_BEBIDA
14	I-NOME_BEBIDA	B-TEMPO_ARMAZENAMENTO
Anos	I-NOME_BEBIDA	I-TEMPO_ARMAZENAMENTO
R	B-VOLUME	B-PRECO
$	B-VOLUME	B-PRECO
22	I-VOLUME	I-PRECO
##9	I-VOLUME	I-PRECO
,	I-VOLUME	I-PRECO
0	I-VOLUME	I-PRECO
Especial	I-NOME_BEBIDA	B-CLASSIFICACAO_BEBIDA
14	I-NOME_BEBIDA	B-TEMPO_ARMAZENAMENTO
Anos	O	I-TEMPO_ARMAZENAMENTO
Sal	O	B-NOME_LOCAL
##inas	O	B-NOME_LOCAL
madeira	O	B-CARACTERISTICA_SENSORIAL_SABOR
bar	O	B-RECIPIENTE_ARMAZENAMENTO
##ris	O	B-RECIPIENTE_ARMAZENAMENTO
R	B-VOLUME	B-PRECO
$	B-VOLUME	B-PRECO
59	B-VOLUME	I-PRECO
,	I-VOLUME	I-PRECO
0	I-VOLUME	I-PRECO
madeira	O	B-CARACTERISTICA_SENSORIAL_AROMA
flora	O	B-CARACTERISTICA_SENSORIAL_AROMA
##l	O	B-CARACTERISTICA_SENSORIAL_AROMA
doces	O	I-CARACTERISTICA_SENSORIAL_AROMA
