word	true_class	pred_class
	I-LEGISLACAO	I-JURISPRUDENCIA
8	I-LEGISLACAO	I-JURISPRUDENCIA
DO	I-ORGANIZACAO	I-LOCAL
R	I-ORGANIZACAO	I-LOCAL
##IO	I-ORGANIZACAO	I-LOCAL
G	I-ORGANIZACAO	I-LOCAL
##RA	I-ORGANIZACAO	I-LOCAL
##N	I-ORGANIZACAO	I-LOCAL
##DE	I-ORGANIZACAO	I-LOCAL
DO	I-ORGANIZACAO	I-LOCAL
S	I-ORGANIZACAO	I-LOCAL
##UL	I-ORGANIZACAO	I-LOCAL
do	I-ORGANIZACAO	I-LOCAL
Rio	I-ORGANIZACAO	I-LOCAL
Grande	I-ORGANIZACAO	I-LOCAL
do	I-ORGANIZACAO	I-LOCAL
Sul	I-ORGANIZACAO	I-LOCAL
Estado	B-ORGANIZACAO	B-LOCAL
do	I-ORGANIZACAO	I-LOCAL
Rio	I-ORGANIZACAO	I-LOCAL
Grande	I-ORGANIZACAO	I-LOCAL
do	I-ORGANIZACAO	I-LOCAL
Sul	I-ORGANIZACAO	I-LOCAL
Estado	B-ORGANIZACAO	B-LOCAL
do	I-ORGANIZACAO	I-LOCAL
Rio	I-ORGANIZACAO	I-LOCAL
Grande	I-ORGANIZACAO	I-LOCAL
do	I-ORGANIZACAO	I-LOCAL
Sul	I-ORGANIZACAO	I-LOCAL
Estado	B-ORGANIZACAO	B-LOCAL
do	I-ORGANIZACAO	I-LOCAL
Rio	I-ORGANIZACAO	I-LOCAL
Grande	I-ORGANIZACAO	I-LOCAL
do	I-ORGANIZACAO	I-LOCAL
Sul	I-ORGANIZACAO	I-LOCAL
En	O	B-JURISPRUDENCIA
##unciado	O	B-JURISPRUDENCIA
	O	I-JURISPRUDENCIA
33	O	I-JURISPRUDENCIA
##1	O	I-JURISPRUDENCIA
1991	B-TEMPO	O
Processo	B-JURISPRUDENCIA	O
	I-JURISPRUDENCIA	O
T	I-JURISPRUDENCIA	B-JURISPRUDENCIA
##ST	I-JURISPRUDENCIA	B-JURISPRUDENCIA
-	I-JURISPRUDENCIA	B-JURISPRUDENCIA
I	I-JURISPRUDENCIA	B-JURISPRUDENCIA
##U	I-JURISPRUDENCIA	B-JURISPRUDENCIA
##J	I-JURISPRUDENCIA	B-JURISPRUDENCIA
-	I-JURISPRUDENCIA	B-JURISPRUDENCIA
R	I-JURISPRUDENCIA	B-JURISPRUDENCIA
##R	I-JURISPRUDENCIA	B-JURISPRUDENCIA
-	I-JURISPRUDENCIA	B-JURISPRUDENCIA
29	I-JURISPRUDENCIA	B-JURISPRUDENCIA
##7	I-JURISPRUDENCIA	B-JURISPRUDENCIA
.	I-JURISPRUDENCIA	B-JURISPRUDENCIA
75	I-JURISPRUDENCIA	B-JURISPRUDENCIA
##1	I-JURISPRUDENCIA	B-JURISPRUDENCIA
96	I-JURISPRUDENCIA	B-JURISPRUDENCIA
En	O	B-JURISPRUDENCIA
##unciado	O	B-JURISPRUDENCIA
	O	I-JURISPRUDENCIA
33	O	I-JURISPRUDENCIA
##1	O	I-JURISPRUDENCIA
Ál	O	B-PESSOA
##cal	O	B-PESSOA
##is	O	B-PESSOA
##usti	O	I-PESSOA
##cos	O	I-PESSOA
N	O	I-LEGISLACAO
##R	O	I-LEGISLACAO
-	O	I-LEGISLACAO
15	O	I-LEGISLACAO
Subs	O	B-ORGANIZACAO
##e	O	B-ORGANIZACAO
##ção	O	B-ORGANIZACAO
Especial	O	I-ORGANIZACAO
##izada	O	I-ORGANIZACAO
em	O	I-ORGANIZACAO
Dis	O	I-ORGANIZACAO
##sí	O	I-ORGANIZACAO
##dios	O	I-ORGANIZACAO
Ind	O	I-ORGANIZACAO
##iv	O	I-ORGANIZACAO
##idu	O	I-ORGANIZACAO
##ais	O	I-ORGANIZACAO
Ori	O	B-JURISPRUDENCIA
##enta	O	B-JURISPRUDENCIA
##ção	O	B-JURISPRUDENCIA
Jur	O	I-JURISPRUDENCIA
##isp	O	I-JURISPRUDENCIA
##ru	O	I-JURISPRUDENCIA
##den	O	I-JURISPRUDENCIA
##cial	O	I-JURISPRUDENCIA
	O	I-JURISPRUDENCIA
170	O	I-JURISPRUDENCIA
Porta	O	B-LEGISLACAO
Ministério	B-ORGANIZACAO	I-LEGISLACAO
do	I-ORGANIZACAO	I-LEGISLACAO
Trabalho	I-ORGANIZACAO	I-LEGISLACAO
98	B-JURISPRUDENCIA	I-JURISPRUDENCIA
##9	B-JURISPRUDENCIA	I-JURISPRUDENCIA
/	B-JURISPRUDENCIA	I-JURISPRUDENCIA
96	B-JURISPRUDENCIA	I-JURISPRUDENCIA
/	B-JURISPRUDENCIA	I-JURISPRUDENCIA
/	B-JURISPRUDENCIA	I-JURISPRUDENCIA
.	B-JURISPRUDENCIA	I-JURISPRUDENCIA
63	B-JURISPRUDENCIA	I-JURISPRUDENCIA
##2	B-JURISPRUDENCIA	I-JURISPRUDENCIA
/	B-JURISPRUDENCIA	I-JURISPRUDENCIA
97	B-JURISPRUDENCIA	I-JURISPRUDENCIA
	B-ORGANIZACAO	O
.	B-JURISPRUDENCIA	I-JURISPRUDENCIA
42	B-JURISPRUDENCIA	I-JURISPRUDENCIA
##6	B-JURISPRUDENCIA	I-JURISPRUDENCIA
/	B-JURISPRUDENCIA	I-JURISPRUDENCIA
96	B-JURISPRUDENCIA	I-JURISPRUDENCIA
	B-ORGANIZACAO	O
360	B-JURISPRUDENCIA	I-JURISPRUDENCIA
.	B-JURISPRUDENCIA	I-JURISPRUDENCIA
65	B-JURISPRUDENCIA	I-JURISPRUDENCIA
##9	B-JURISPRUDENCIA	I-JURISPRUDENCIA
/	B-JURISPRUDENCIA	I-JURISPRUDENCIA
97	B-JURISPRUDENCIA	I-JURISPRUDENCIA
	B-ORGANIZACAO	O
	O	B-ORGANIZACAO
5	B-JURISPRUDENCIA	O
