Camilo	B-PESSOA
3º	B-VALOR
lugar	O
e	O
ainda	O
briga	O
por	O
uma	O
das	O
vagas	O
na	O
final	O
do	O
Campeonato	B-ACONTECIMENTO
Mineiro	I-ACONTECIMENTO
,	O
sendo	O
que	O
uma	O
vaga	O
já	O
é	O
do	O
Atlético	B-PESSOA
Mineiro	I-PESSOA
,	O
que	O
soma	O
25	B-VALOR
pontos.	O
O	O
Cruzeiro	B-PESSOA
vem	O
a	O
seguir,	O
com	O
15	B-VALOR
e	O
o	O
próprio	O
América	B-PESSOA
em	O
seguida,	O
com	O
13	B-VALOR
pontos.	O
Sendo	O
assim,	O
o	O
jogo	O
é	O
de	O
suma	O
importância	O
para	O
o	O
time	O
da	O
Capital	B-LOCAL
e,	O
por	O
outro	O
lado,	O
o	O
time	O
de	O
Andradas	B-LOCAL
também,	O
briga	O
para	O
ser	O
o	O
melhor	O
do	O
interior,	O
onde	O
muitas	O
emoções	O
com	O
certeza	O
estarão	O
reservadas	O
para	O
esta	O
partida.	O
Até	O
o	O
fechamento	O
desta	O
edição,	O
o	O
técnico	O
Ivan	B-PESSOA
Silva	I-PESSOA
ainda	O
não	O
tinha	O
definido	O
a	O
equipe	O
considerada	O
titular.	O
Nos	O
trabalhos	O
realizados	O
durante	O
a	O
semana	O
aconteceram	O
diversas	O
mudanças	O
no	O
time	O
titular:	O
saíram	O
Celson	B-PESSOA
(goleiro),	O
Samis	B-PESSOA
(lateral),	O
Arilson	B-PESSOA
(volante)	O
e	O
Washington	B-PESSOA
(atacante);	O
foram	O
aproveitados	O
Vítor	B-PESSOA
,	O
Celinho	B-PESSOA
,	O
Rafael	B-PESSOA
e	O
Kelinho	B-PESSOA
.	O
Em	O
outros	O
trabalhos	O
da	O
semana,	O
houve	O
novas	O
mexidas	O
no	O
time	O
e	O
a	O
confirmação	O
só	O
vai	O
acontecer	O
no	O
dia	O
do	O
jogo.	O
Quarta-	B-TEMPO
feira	I-TEMPO
tem	O
Cruzeiro	B-PESSOA
em	O
BH	B-LOCAL
O	O
time	O
deverá	O
permanecer	O
na	O
capital	O
mineira	O
até	O
a	O
próxima	O
Quarta-feira	B-TEMPO
,	O
quando	O
enfrentará	O
o	O
Cruzeiro	B-PESSOA
no	O
Mineirão	B-LOCAL
,	O
em	O
partida	O
válida	O
pela	O
3ª	B-VALOR
rodada	O
do	O
2º	B-VALOR
turno.	O
Sem	O
dúvida,	O
serão	O
dois	O
jogos	O
dificílimos	O
e,	O
ao	O
mesmo	O
tempo,	O
de	O
grande	O
importância	O
em	O
termos	O
de	O
classificação.	O
A	O
exemplo	O
do	O
que	O
aconteceu	O
no	O
1º	B-VALOR
turno,	O
onde	O
o	O
Rio	B-PESSOA
Branco	I-PESSOA
enfrenta	O
os	O
três	O
times	O
da	O
capital	O
em	O
jogos	O
seguidos.	O
Derrota	O
para	O
o	O
Atlético	B-PESSOA
Mineiro	I-PESSOA
A	O
partida	O
disputada	O
no	O
último	O
sábado	O
em	O
Andradas	B-LOCAL
contra	O
o	O
Atlético	B-PESSOA
Mineiro	I-PESSOA
teve	O
dois	O
tempos	O
distintos,	O
onde	O
o	O
Atlético	B-PESSOA
aproveitou	O
a	O
apatia	O
do	O
Rio	B-PESSOA
Branco	I-PESSOA
e	O
fez	O
3	B-VALOR
X	I-VALOR
0	I-VALOR
no	O
1º	B-VALOR
tempo.	O

Após	O
algumas	O
mudanças	O
e	O
muita	O
conversa	O
no	O
intervalo,	O
o	O
Azulão	B-PESSOA
voltou	O
disposto	O
a	O
apagar	O
a	O
má	O
impressão	O
dos	O
45	B-VALOR
minutos	I-VALOR
iniciais	O
e	O
conseguiu.	O
Mostrar	O
um	O
bom	O
futebol,	O
fazendo	O
dois	O
gols,	O
que,	O
se	O
não	O
foram	O
suficientes	O
para	O
empatar	O
a	O
partida,	O
serviu	O
para	O
resgatar	O
o	O
bom	O
desempenho	O
que	O
o	O
RB	B-PESSOA
vem	O
apresentando	O
nos	O
últimos	O
tempos.	O
Aos	O
27	B-VALOR
minutos	I-VALOR
do	O
1º	B-VALOR
tempo,	O
aconteceu	O
um	O
fato	O
curioso:	O
com,	O
a	O
queda	O
de	O
energia	O
em	O
duas	O
torres	O
de	O
iluminação,	O
causada	O
por	O
um	O
curto	O
em	O
um	O
dos	O
cabos	O
de	O
energia,	O
o	O
jogo	O
ficou	O
parado	O
por	O
quase	B-VALOR
1	I-VALOR
hora	I-VALOR
.	O
Depois	O
de	O
muito	O
corre-corre,	O
tudo	O
voltou	O
ao	O
normal	O
e,	O
pela	O
movimentação	O
e	O
pelos	O
gols,	O
a	O
partida	O
agradou	O
aos	O
torcedores!	O
Voltar	O
Página	O
Principal	O
Direitos	O
Reservados	O
©	O
Dinamica	B-ORGANIZACAO
Internet	I-ORGANIZACAO

Aspectos	O
naturais	O
Generalidades	O
Criado	O
em	O
1971	B-TEMPO
,	O
o	O
Parque	B-LOCAL
Nacional	I-LOCAL
da	I-LOCAL
Peneda-Gerês	I-LOCAL
localiza-se	O
no	O
Alto	B-LOCAL
Noroeste	I-LOCAL
de	I-LOCAL
Portugal	I-LOCAL
,	O
com	O
uma	O
área	O
que	O
se	O
alonga	O
em	O
ferradura	O
por	O
cerca	B-VALOR
de	I-VALOR
72000	I-VALOR
hectares	I-VALOR
.	O
Na	O
sua	O
área	O
engloba	O
territórios	O
dos	O
concelhos	O
de	O
Melgaço	B-LOCAL
,	O
Arcos	B-LOCAL
de	I-LOCAL
Valdevez	I-LOCAL
,	O
Ponte	B-LOCAL
da	I-LOCAL
Barca	I-LOCAL
,	O
Terras	B-LOCAL
de	I-LOCAL
Bouro	I-LOCAL
e	O
Montalegre	B-LOCAL
.	O
As	O
bacias	O
hidrográficas	O
dos	O
rios	O
Lima	B-LOCAL
,	O
Homem	B-LOCAL
e	O
Cávado	B-LOCAL
,	O
que	O
atravessam	O
e	O
retalham	O
este	O
território,	O
condicionaram	O
a	O
ocupação	O
humana	O
desta	O
região	O
de	O
chuvas	O
abundantes	O
e	O
regulares	O
e	O
de	O
elevados	O
índices	O
de	O
humidade	O
do	O
ar.	O
A	O
elevada	O
pluviosidade	O
conduz,	O
por	O
vezes,	O
àformção	O
de	O
lagoas	O
em	O
zonas	O
elevadas,	O
como	O
éo	O
caso	O
da	O
Lagoa	B-LOCAL
do	I-LOCAL
Marinho	I-LOCAL
(	O
vista	O
panorâmica	O
em	O
270º	B-VALOR
).	O
O	O
Parque	B-LOCAL
engloba	O
as	O
Serras	B-LOCAL
do	I-LOCAL
Gerês	I-LOCAL
,	O
Peneda	B-LOCAL
e	O
Amarela	B-LOCAL
,	O
com	O
cotas	O
que	O
ultrapassam	O
os	O
1500	B-VALOR
metros	I-VALOR
.	O
A	O
região	O
éessencialmente	O
constituída	O
por	O
rochas	O
graníticas,	O
podendo	O
ocorrer	O
ainda	O
xistos	O
e	O
depósitos	O
sedimentares.	O
Em	O
alguns	O
locais	O
épossível	O
observar	O
magníficas	O
paisagens	O
que	O
englobam	O
aspectos	O
naturais	O
e	O
humanos,	O
como	O
éo	O
caso	O
do	O
miradouro	O
da	O
Pedra	B-LOCAL
Bela	I-LOCAL
(	O
vista	O
panorâmica	O
em	O
360º	B-VALOR
).	O
Grande	O
parte	O
destas	O
serras	O
foram	O
humanizadas	O
em	O
continuidade,	O
pelo	O
menos	O
desde	O
o	O
Neolítico	B-TEMPO
e	O
da	O
invenção	O
da	O
agricultura	O
e	O
da	O
pastorícia.	O
Um	O
destes	O
exemplos	O
éo	O
Mosteiro	B-OBRA
de	I-OBRA
Pitões	I-OBRA
da	I-OBRA
Júnias	I-OBRA
(	O
vista	O
panorâmica	O
em	O
360º	B-VALOR
).	O
Actualmente,	O
o	O
território	O
do	O
Parque	B-LOCAL
comporta	O
114	B-VALOR
aldeamentos,	O
onde	O
vivem	O
em	O
permanência	O
cerca	B-VALOR
de	I-VALOR
10000	I-VALOR
residentes.	O
Esta	O
população	O
tem	O
como	O
actividades	O
principais	O
a	O
agricultura,	O
a	O
pastorícia	O
e	O
a	O
pecuária.	O
Envelhecida	O
e	O
maioritariamente	O
feminina,	O
tem	O
sofrido	O
um	O
decréscimo	O
populacional	O
acentuado	O
nas	O
últimas	O
décadas.	O
Aspectos	O
Geológicos	O
e	O
Geomorfológicos	O
Generalidades	O
Aspectos	O
Biológicos	O
Patrocínio:	O

Forte	B-LOCAL
de	I-LOCAL
Tiracol	I-LOCAL
O	O
forte	O
de	O
Tiracol	B-LOCAL
está	O
situado	O
num	O
enclave,	O
no	O
ponto	O
mais	O
nortenho	O
do	O
estado	O
de	O
Goa	B-LOCAL
,	O
separada	O
do	O
resto	O
do	O
território	O
pelo	O
Rio	B-LOCAL
Tiracol	I-LOCAL
.	O
Acessível	O
via	O
terrestre	O
por	O
norte,	O
pelo	O
estado	O
de	O
Maharastra	B-LOCAL
,	O
o	O
ferry	O
é	O
uma	O
alternativa	O
para	O
quem	O
vem	O
de	O
sul,	O
de	O
Querim	B-LOCAL
.	O
O	O
forte	O
fica	O
numa	O
pequena	O
colina	O
e	O
ao	O
sopé	O
desta	O
situa-se	O
a	O
pequena	O
aldeia	O
piscatória	O
de	O
Tiracol	B-LOCAL
com	O
a	O
sua	O
população	O
totalmente	O
cristã.	O
O	O
forte	O
foi	O
recentemente	O
renovado	O
e	O
aloja	O
o	O
Hotel	B-ORGANIZACAO
Tiracol	I-ORGANIZACAO
Fort	I-ORGANIZACAO
Heritage	I-ORGANIZACAO
com	O
10	B-VALOR
quartos	O
e	O
um	O
restaurante.	O
De	O
tamanho	O
muito	O
reduzido,	O
este	O
forte	O
é	O
contudo	O
de	O
longe	O
o	O
mais	O
bem	O
conservado	O
de	O
Goa	B-LOCAL
,	O
e	O
dali	O
se	O
tem	O
magníficas	O
vistas	O
sobre	O
o	O
Mar	B-LOCAL
Árabe	I-LOCAL
,	O
o	O
rio	O
e	O
a	O
praia	O
de	O
Querim	B-LOCAL
.	O
História	B-ABSTRACCAO
|História	O
Construída	O
originalmente	O
pelos	O
Bhounsolos	B-PESSOA
,	O
foi	O
conquistada	O
pelos	O
portugueses	O
em	O
23	B-TEMPO
de	I-TEMPO
Novembro	I-TEMPO
de	I-TEMPO
1746	I-TEMPO
,	O
pelo	O
vice-rei	O
D.	B-PESSOA
Pedro	I-PESSOA
Miguel	I-PESSOA
de	I-PESSOA
Almeida	I-PESSOA
e	I-PESSOA
Portugal	I-PESSOA
,	O
marquez	O
de	O
Castello	B-LOCAL
Novo	I-LOCAL
.	O
Este	O
mandou	O
construir	O
no	O
seu	O
interior	O
uma	O
capela	O
que	O
no	O
século	B-TEMPO
XIX	I-TEMPO
foi	O
elevada	O
a	O
igreja	O
e	O
dedicada	O
a	O
St.º	B-PESSOA
António	I-PESSOA
.	O
Em	O
1835	B-TEMPO
,	O
pouco	O
depois	O
da	O
revolução	O
liberal	O
em	O
Portugal	B-LOCAL
foi	O
nomeado	O
o	O
primeiro	O
governador	O
goês	O
na	O
história	O
da	O
Índia	B-LOCAL
Portuguesa	I-LOCAL
.	O
Bernardo	B-PESSOA
Peres	I-PESSOA
da	I-PESSOA
Silva	I-PESSOA
no	O
entanto	O
nem	O
chegou	O
a	O
ocupar	O
o	O
seu	O
posto,	O
devido	O
a	O
um	O
contra-golpe	O
que	O
o	O
derrubou.	O
Os	O
seus	O
apoiantes,	O
reunidos	O
no	O
Forte	B-LOCAL
de	I-LOCAL
Tiracol	I-LOCAL
foram	O
atacados	O
pelo	O
governador	O
militar	O
Fortunato	B-PESSOA
de	I-PESSOA
Mello	I-PESSOA
e	O
assassinados.	O
Em	O
17	B-TEMPO
de	I-TEMPO
Fevereiro	I-TEMPO
de	I-TEMPO
1819	I-TEMPO
o	O
tratado	O
assinado	O
pelo	O
Rajá	B-PESSOA
Bhounsoló	I-PESSOA
reconhecia	O
a	O
autoridade	O
britânica	O
nos	O
seus	O
domínios,	O
e	O
assim	O
retirou	O
a	O
importância	O
estratégico-militar	O
do	O
forte.	O
Já	O
nos	O
finais	O
dos	O
anos	B-TEMPO
50	I-TEMPO
o	O
forte	O
voltou	O
a	O
ganhar	O
importância	O
pelas	O
constantes	O
incursões	O
de	O
"combatentes	O
da	O
liberdade"	O
indianos	O
que	O
por	O
poucas	O
horas	O
o	O
ocupavam	O
e	O
lá	O
içavam	O
a	O
bandeira	O
indiana.	O

A	O
RÚSSIA	B-ORGANIZACAO
anunciou	O
ontem	O
ter	O
assinado	O
um	O
contrato	O
para	O
o	O
fornecimento	O
de	O
mais	O
dois	O
reactores	O
nucleares	O
ao	O
Irão	B-ORGANIZACAO
,	O
mas	O
negou	O
ter	O
recebido	O
uma	O
encomenda	O
para	O
vender	O
4000	B-VALOR
blindados	O
ao	O
Iraque	B-ORGANIZACAO
.	O
Quanto	O
ao	O
contrato	O
com	O
Teerão	B-ORGANIZACAO
,	O
cujo	O
montante	O
não	O
foi	O
especificado,	O
o	O
ministro	O
russo	O
da	O
Energia	B-ABSTRACCAO
Atómica	I-ABSTRACCAO
explicou	O
que	O
ele	O
inclui	O
a	O
venda	O
de	O
dois	O
reactores	O
de	O
tipo	O
VVER-440	B-COISA
,	O
com	O
uma	O
potência	O
de	O
440	B-VALOR
megawatts	I-VALOR
,	O
para	O
serem	O
instalados	O
em	O
Bouchehr	B-LOCAL
,	O
no	O
sul	O
do	O
Irão	B-LOCAL
.	O
A	O
Rússia	B-ORGANIZACAO
,	O
insensível	O
aos	O
protestos	O
dos	O
EUA	B-ORGANIZACAO
e	O
de	O
Israel	B-ORGANIZACAO
,	O
já	O
se	O
tinha	O
comprometido,	O
no	O
início	O
do	O
ano,	O
a	O
instalar	O
naquele	O
mesmo	O
local	O
um	O
reactor	O
de	O
1000	B-VALOR
megawattsz	I-VALOR
,	O
num	O
negócio	O
avaliado	O
em	O
mil	O
milhões	O
de	O
dólares.	O
Em	O
relação	O
ao	O
Iraque	B-ORGANIZACAO
,	O
Valeri	B-PESSOA
Progrebenkov	I-PESSOA
,	O
porta-voz	O
da	O
sociedade	O
de	O
Estado	B-ORGANIZACAO
Rosvooroujenie	I-ORGANIZACAO
|Estado	O
Rosvooroujenie	B-ORGANIZACAO
,	O
responsável	O
pelas	O
exportações	O
militares,	O
desmentiu	O
a	O
existência	O
de	O
uma	O
encomenda	O
de	O
4000	B-VALOR
carros	O
de	O
combate	O
russos,	O
como	O
afirmara	O
o	O
genro	O
de	O
Saddam	B-PESSOA
Hussein	I-PESSOA
que	O
desertou	O
para	O
a	O
Jordânia	B-LOCAL
.	O
Segundo	O
este,	O
os	O
blindados	O
seriam	O
entregues	O
ao	O
longo	O
de	O
vários	O
anos	O
e	O
pagos	O
em	O
petróleo,	O
depois	O
do	O
levantamento	O
das	O
sanções	O
impostas	O
ao	O
Iraque	B-ORGANIZACAO
.	O

P	O
-	O
E	O
o	O
senhor	O
sentiu	O
muita	O
diferença	O
do	O
modo	O
de	O
vida	O
do	O
Egito	B-LOCAL
para	O
o	O
Brasil	B-LOCAL
?	O
R	O
-	O
O	O
modo	O
de	O
vida	O
é	O
quase	O
igual	O
com	O
o	O
tempo	O
de	O
antes	O
desse	O
movimento	O
nacionalista.	O
Que	O
todos	O
os	O
europeus,	O
os	O
egípcios	O
era	O
tudo	O
uma	O
coisa	O
comum,	O
como	O
uma	O
comunidade,	O
uma	O
irmandade	O
unida,	O
apesar	O
das	O
diferenças	O
de	O
opiniões	O
mas	O
todo	O
mundo	O
vivia	O
em	O
paz.	O
Então,	O
o	O
Brasil	B-LOCAL
é	O
mais	O
ou	O
menos	O
como	O
os	O
bons	O
tempos	O
do	O
Egito	B-LOCAL
.	O
P	O
-	O
O	O
que	O
o	O
senhor	O
gosta	O
mais	O
do	O
Brasil	B-LOCAL
?	O
R	O
-	O
Do	O
Brasil	B-LOCAL
?	O
Gosto	O
do	O
Brasil	B-LOCAL
,	O
que	O
eu	O
considero	O
um	O
paraíso.	O
Gosto	O
do	O
povo	O
que	O
apesar	O
de	O
ser	O
sofredor	O
ainda	O
pode	O
sorrir.	O
Tem	O
gente	O
que	O
sorri	O
apesar	O
da	O
situação.	O
Agora,	O
mais	O
do	O
que	O
isso?	O
Não	O
sei.	O
Se	O
gosto	O
do	O
país	O
e	O
do	O
povo	O
apesar	O
de	O
ser	O
sofredor?	O
Agora,	O
é	O
um	O
país	O
que	O
infelizmente	O
foi	O
mal	O
administrado.	O
Isso	O
não	O
é	O
de	O
ontem	O
é	O
uma	O
série	O
de	O
governos.	O
Não	O
sei,	O
incapacitados	O
ou,	O
bom,	O
como	O
disse	O
(	O
Stephan	B-PESSOA
______?)	O
"Terra	O
do	O
futuro."	O
P	O
-	O
O	O
que	O
o	O
senhor	O
faz	O
atualmente?	O
R	O
-	O
Atualmente?	O
Estou	O
aposentado.	O
P	O
-	O
O	O
seu	O
cotidiano	O
como	O
é?	O
O	O
que	O
o	O
senhor	O
faz	O
diariamente?	O
R	O
-	O
Diariamente	O
estou	O
tentando	O
dar	O
umas	O
aulas	O
de	O
italiano,	O
de	O
inglês,	O
de	O
francês.	O
É	O
um	O
pouco	O
difícil	O
porque	O
a	O
situação	O
está	O
difícil	O
para	O
todo	O
mundo.	O
P	O
-	O
Seu	B-PESSOA
Adolfo	I-PESSOA
|Seu	O
Adolfo	B-PESSOA
,	O
quais	O
são	O
as	O
suas	O
perspectivas	O
de	O
futuro?	O
O	O
que	O
o	O
senhor	O
ainda	O
gostaria	O
de	O
fazer,	O
seus	O
sonhos,	O
o	O
que	O
o	O
senhor	O
sonha	O
ainda	O
fazer?	O
R	O
-	O
Meu	O
sonho	O
é	O
que	O
a	O
situação	O
do	O
Brasil	B-LOCAL
melhore	O
para	O
os	O
brasileiros	O
e	O
para	O
todo	O
mundo.	O
Porque	O
aqui	O
tem	O
dificuldade	O
mas	O
tem	O
muito	O
mais	O
liberdade,	O
tem	O
menos	O
ódio	O
e	O
menos	O
preconceitos	O
que	O
outras	O
cidades	O
e	O
que	O
outros	O
países.	O
P	O
-	O
O	O
senhor	O
gostaria	O
de	O
voltar	O
para	O
Itália	B-LOCAL
?	O
R	O
-	O
Não.	O

Não	O
porque	O
seria	O
começar	O
tudo	O
de	O
zero	O
e	O
já	O
me	O
acostumei	O
aqui.	O
Estava	O
no	O
Egito	B-LOCAL
,	O
estava	O
contente.	O
Veio	O
aquele	O
negócio	O
do	O
nacionalismo,	O
que	O
não	O
tenho	O
nada	O
contra	O
porque	O
os	O
coitados:	O
séculos	O
e	O
séculos	O
uma	O
invasão	O
atrás	O
da	O
outra.	O
A	O
posição	O
deles	O
lá,	O
cada	O
um	O
queria	O
ocupar.	O
Agora	O
aqui	O
não	O
tem	O
outro	O
jeito,	O
para	O
onde	O
ir	O
melhor	O
que	O
aqui?	O
Aqui	O
tem	O
uma	O
crise	O
mas	O
vai	O
olhar	O
em	O
volta.	O
P	O
-	O
O	O
senhor	O
acha	O
importante	O
deixar	O
gravado	O
em	O
vídeo	O
a	O
sua	O
história	O
de	O
vida?	O
R	O
-	O
Também	O
seria	O
importante	O
para	O
outras	O
pessoas	O
fazer	O
uma	O
opinião.	O
A	O
minha,	O
aquela	O
de	O
outros,	O
que	O
não	O
seria	O
a	O
opinião	O
de	O
jornais	O
ou	O
opinião	O
de	O
pessoas	O
jornalistas.	O
Serviria	O
para	O
outras	O
pessoas	O
para	O
ter	O
opiniões	O
de	O
pessoas,	O
italianos,	O
grego,	O
armênio,	O
árabe,	O
israelita.	O
Porque	O
aqui	O
não	O
tem	O
os	O
conflitos	O
que	O
têm	O
fora	O
e	O
vamos	O
esperar	O
que	O
continue	O
assim.	O
P	O
-	O
Queria	O
que	O
senhor	O
desse	O
uma	O
mensagem	O
para	O
as	O
gerações	O
futuras,	O
para	O
as	O
gerações	O
mais	O
jovens,	O
as	O
crianças,	O
os	O
adolescentes	O
que	O
estão	O
por	O
aí.	O
O	O
que	O
o	O
senhor	O
diria	O
para	O
eles?	O
Desejaria	O
para	O
eles?	O
R	O
-	O
Eu	O
desejaria	O
que	O
o	O
povo	O
tivesse	O
mais	O
instrução	O
e	O
mais	O
oportunidades	O
de	O
Ter	O
boa	O
saúde	O
e	O
não	O
depender	O
de	O
promessa	O
de	O
políticos.	O
Que	O
tivesse	O
verdadeiramente	O
uma	O
boa	O
situação	O
para	O
todo	O
mundo.	O
Então	O
seria	O
o	O
paraíso	O
terrestre	O
de	O
verdade.	O
P	O
-	O
O	O
senhor	O
estava	O
contando	O
a	O
viagem	O
para	O
os	O
Estados	B-LOCAL
Unidos	I-LOCAL
,	O
gostaria	O
que	O
o	O
senhor	O
contasse	O
um	O
pouco	O
dessa	O
coisa	O
que	O
o	O
senhor	O
disse,	O
que	O
agora	O
quer	O
continuar	O
viajando.	O
Como	O
é	O
essa	O
história?	O
R	O
-	O
Eu	O
tive	O
a	O
oportunidade	O
de	O
ganhar	O
essa	O
viagem.	O
Eu	O
vi	O
o	O
interior	O
dos	O
Estados	B-LOCAL
Unidos	I-LOCAL
,	O
é	O
muito	O
bom.	O
Fui	O
em	O
___________,	O
fui	O
no	O
Canadá	B-LOCAL
,	O
em	O
(	O
Windsor	B-LOCAL
?),	O
são	O
cidades	O
maravilhosas,	O
têm	O
um	O
modo	O
de	O
vida	O
muito	O
mais	O
elevado.	O
Desejaria	O
que	O
esse	O
modo,	O
esse	O
estado	O
de	O
vida	O
fosse	O
também	O
o	O
estado	O
de	O
vida	O
do	O
povo	O
brasileiro,	O
que	O
sofreu	O
muito	O
e	O
está	O
sofrendo	O
muito.	O

O	O
povo	O
mesmo,	O
não	O
aqueles	O
que	O
estão	O
lá	O
em	O
cima.	O
Tem	O
alguns	O
que	O
se	O
salvam	O
mas	O
tem	O
outros	O
que	O
não	O
colaboram.	O
É	O
um	O
egoísmo,	O
um	O
egocentrismo,	O
tudo	O
deve	O
convergir	O
para	O
mim	O
e	O
tudo	O
deve	O
partir	O
de	O
mim	O
para	O
os	O
outros	O
como	O
eu	O
quero,	O
como	O
quero.	O
Seria	O
um	O
pouco	O
mais	O
de	O
justiça	O
social.	O
P	O
-	O
O	O
senhor	O
gostaria	O
de	O
contar	O
alguma	O
coisa	O
sobre	O
a	O
sua	O
vida	O
que	O
o	O
senhor	O
não	O
contou	O
ainda?	O
R	O
-	O
Aqui?	O
Graças	O
à	O
Deus	B-PESSOA
eu	O
não	O
tenho	O
do	O
que	O
me	O
queixar.	O
Depois	O
de	O
um	O
mês	O
que	O
eu	O
cheguei	O
aqui,	O
cheguei	O
em	O
abril	B-TEMPO
,	O
em	O
maio	B-TEMPO
já	O
estava	O
na	O
(	O
ITT	B-ORGANIZACAO
?)	O
e	O
fiquei	O
até	O
84	B-TEMPO
.	O
Tive	O
oportunidade	O
de	O
ir	O
para	O
o	O
Paraguai	B-LOCAL
,	O
ganhei	O
uma	O
viagem	O
prêmio	O
para	O
os	O
Estados	B-LOCAL
Unidos	I-LOCAL
e	O
São	B-LOCAL
Domingos	I-LOCAL
,	O
fui	O
para	O
Brasília	B-LOCAL
quando	O
o	O
chegou	O
o	O
General	B-PESSOA
_______,	O
fui	O
para	O
o	O
Paraguai	B-LOCAL
também.	O
Não	O
tenho	O
do	O
que	O
me	O
queixar,	O
trabalhei,	O
fui	O
útil	O
para	O
alguém	O
e	O
aproveitei	O
das	O
oportunidades	O
da	O
vida,	O
não	O
é	O
só	O
do	O
trabalho.	O
P	O
-	O
Obrigada	O
seu	B-PESSOA
Adolfo	I-PESSOA
|seu	O
Adolfo	B-PESSOA
.	O
(fim	O
da	O
fita)	O
("	O
Comuni	B-LOCAL
de	I-LOCAL
Mulacio	I-LOCAL
